Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
127356-78767,G,Scottie,Scottie Scheffler,Scheffler,122.4,5,14000,,,,,,,,,G
127356-78530,G,Rory,Rory McIlroy,McIlroy,98.26666259765625,3,12800,,,,GTD,Back,,,,G
127356-78569,G,Collin,Collin Morikawa,Morikawa,87.67999877929688,5,12600,,,,,,,,,G
127356-78084,G,Tommy,Tommy Fleetwood,Fleetwood,92.53333536783855,3,12300,,,,,,,,,G
127356-78766,G,Xander,Xander Schauffele,Schauffele,75.35999755859375,5,11900,,,,,,,,,G
127356-163390,G,Ludvig,Ludvig Aberg,Aberg,77.87999877929687,5,11700,,,,,,,,,G
127356-107336,G,Cameron,Cameron Young,Young,88.44000244140625,5,11500,,,,,,,,,G
127356-78508,G,Hideki,Hideki Matsuyama,Matsuyama,88.0499979654948,6,11200,,,,,,,,,G
127356-78346,G,Si Woo,Si Woo Kim,Kim,98.32856968470982,7,11100,,,,,,,,,G
127356-101713,G,Viktor,Viktor Hovland,Hovland,74.17500305175781,4,11000,,,,,,,,,G
127356-165988,G,Chris,Chris Gotterup,Gotterup,87.91666666666667,6,10900,,,,,,,,,G
127356-78083,G,Matt,Matt Fitzpatrick,Fitzpatrick,88.45999755859376,5,10800,,,,,,,,,G
127356-78206,G,Russell,Russell Henley,Henley,90.57999877929687,5,10700,,,,,,,,,G
127356-103030,G,Akshay,Akshay Bhatia,Bhatia,93.66666666666667,6,10600,,,,,,,,,G
127356-78467,G,Shane,Shane Lowry,Lowry,87.25,4,10500,,,,,,,,,G
127356-78744,G,Justin,Justin Rose,Rose,68.5,5,10400,,,,,,,,,G
127356-79435,G,Patrick,Patrick Cantlay,Cantlay,71.54000244140624,5,10300,,,,,,,,,G
127356-110893,G,Robert,Robert MacIntyre,MacIntyre,90.2,5,10200,,,,,,,,,G
127356-77904,G,Sam,Sam Burns,Burns,60.220001220703125,5,10100,,,,,,,,,G
127356-151407,G,Min Woo,Min Woo Lee,Lee,104.54000244140624,5,10000,,,,,,,,,G
127356-80579,G,Sepp,Sepp Straka,Straka,82.8,5,9900,,,,,,,,,G
127356-78833,G,Jordan,Jordan Spieth,Spieth,72.87999877929687,5,9900,,,,,,,,,G
127356-78367,G,Brooks,Brooks Koepka,Koepka,61.93333435058594,3,9800,,,,,,,,,G
127356-78050,G,Harris,Harris English,English,89.68332926432292,6,9800,,,,,,,,,G
127356-101764,G,Ben,Ben Griffin,Griffin,74.26666768391927,6,9700,,,,,,,,,G
127356-79518,G,Jake,Jake Knapp,Knapp,107.7800048828125,5,9700,,,,,,,,,G
