Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
126312-78767,G,Scottie,Scottie Scheffler,Scheffler,175,1,15400,,,,,,,,,G
126312-78766,G,Xander,Xander Schauffele,Schauffele,36.20000076293945,1,11800,,,,,,,,,G
126312-78508,G,Hideki,Hideki Matsuyama,Matsuyama,86.0999984741211,2,11600,,,,,,,,,G
126312-107336,G,Cameron,Cameron Young,Young,81.30000305175781,1,11400,,,,,,,,,G
126312-78346,G,Si Woo,Si Woo Kim,Kim,117.83333333333333,3,11300,,,,,,,,,G
126312-77904,G,Sam,Sam Burns,Burns,109.5,1,11100,,,,,,,,,G
126312-101764,G,Ben,Ben Griffin,Griffin,98.69999694824219,2,10900,,,,,,,,,G
126312-101713,G,Viktor,Viktor Hovland,Hovland,70,18,10800,,,,,,,,,G
126312-78538,G,Maverick,Maverick McNealy,McNealy,94.19999694824219,2,10600,,,,,,,,,G
126312-78093,G,Rickie,Rickie Fowler,Fowler,122.0999984741211,1,10500,,,,,,,,,G
126312-165988,G,Chris,Chris Gotterup,Gotterup,106.5999984741211,2,10400,,,,,,,,,G
126312-78569,G,Collin,Collin Morikawa,Morikawa,27.700000762939453,1,10300,,,,,,,,,G
126312-78083,G,Matt,Matt Fitzpatrick,Fitzpatrick,100.19999694824219,1,10200,,,,,,,,,G
126312-78831,G,J.J.,J.J. Spaun,Spaun,54.04999923706055,2,10100,,,,,,,,,G
126312-119289,G,Harry,Harry Hall,Hall,105.5999984741211,2,10000,,,,,,,,,G
126312-78367,G,Brooks,Brooks Koepka,Koepka,70.19999694824219,1,9900,,,,,,,,,G
126312-79759,G,Sahith,Sahith Theegala,Theegala,106.23333740234375,3,9900,,,,,,,,,G
126312-79518,G,Jake,Jake Knapp,Knapp,94.9000015258789,2,9800,,,,,,,,,G
126312-78050,G,Harris,Harris English,English,98.5999984741211,2,9800,,,,,,,,,G
126312-77966,G,Corey,Corey Conners,Conners,75.19999694824219,1,9700,,,,,,,,,G
126312-78833,G,Jordan,Jordan Spieth,Spieth,74.9000015258789,1,9700,,,,,,,,,G
126312-78357,G,Kurt,Kurt Kitayama,Kitayama,70.30000305175781,2,9600,,,,,,,,,G
126312-80788,G,Wyndham,Wyndham Clark,Clark,86.1500015258789,2,9600,,,,,,,,,G
126312-151425,G,Pierceson,Pierceson Coody,Coody,111.06667073567708,3,9500,,,,,,,,,G
126312-107238,G,Michael,Michael Thorbjornsen,Thorbjornsen,79.80000305175781,2,9500,,,,,,,,,G
126312-77848,G,Daniel,Daniel Berger,Berger,102.94999694824219,2,9400,,,,,,,,,G
126312-151427,G,Rasmus,Rasmus Hojgaard,Hojgaard,90.6500015258789,2,9400,,,,,,,,,G
126312-84820,G,Nicolai,Nicolai Hojgaard,Hojgaard,88.69999694824219,1,9300,,,,,,,,,G
126312-78552,G,Keith,Keith Mitchell,Mitchell,85.46666463216145,3,9300,,,,,,,,,G
126312-78689,G,J.T.,J.T. Poston,Poston,105.9000015258789,1,9200,,,,,,,,,G
126312-80579,G,Sepp,Sepp Straka,Straka,55.70000076293945,1,9200,,,,,,,,,G
126312-78889,G,Nick,Nick Taylor,Taylor,99.3499984741211,2,9100,,,,,,,,,G
126312-165953,G,Sam,Sam Stevens,Stevens,94,3,9100,,,,,,,,,G
126312-78439,G,Hao-Tong,Hao-Tong Li,Li,95.43332926432292,3,9000,,,,,,,,,G
126312-151407,G,Min Woo,Min Woo Lee,Lee,98.19999694824219,1,9000,,,,,,,,,G
126312-78617,G,Thorbjorn,Thorbjorn Olesen,Olesen,33,1,8900,,,,,,,,,G
126312-151390,G,Garrick,Garrick Higgo,Higgo,19.899999618530273,1,8900,,,,,,,,,G
126312-170736,G,Matthew,Matthew McCarty,McCarty,100,3,8900,,,,,,,,,G
126312-110898,G,Christiaan,Christiaan Bezuidenhout,Bezuidenhout,93.6500015258789,2,8800,,,,,,,,,G
126312-171875,G,Marco,Marco Penge,Penge,23.200000762939453,1,8800,,,,,,,,,G
126312-82360,G,Andrew,Andrew Novak,Novak,91.9000015258789,2,8800,,,,,,,,,G
126312-82217,G,Rico,Rico Hoey,Hoey,42.53333282470703,3,8700,,,,,,,,,G
126312-78228,G,Max,Max Homa,Homa,67.5999984741211,2,8700,,,,,,,,,G
126312-84467,G,Kristoffer,Kristoffer Reitan,Reitan,43.5,2,8700,,,,,,,,,G
126312-161547,G,Max,Max McGreevy,McGreevy,75.2000020345052,3,8600,,,,,,,,,G
126312-103030,G,Akshay,Akshay Bhatia,Bhatia,47.25,2,8600,,,,,,,,,G
126312-118173,G,Davis,Davis Thompson,Thompson,70.8499984741211,2,8600,,,,,,,,,G
126312-80556,G,Max,Max Greyserman,Greyserman,65.4000015258789,2,8600,,,,,,,,,G
126312-78344,G,Michael,Michael Kim,Kim,74.9000015258789,2,8500,,,,,,,,,G
126312-201276,G,Rasmus,Rasmus Neergaard-Petersen,Neergaard-Petersen,84.5,1,8500,,,,,,,,,G
126312-78739,G,Patrick,Patrick Rodgers,Rodgers,103.33333333333333,3,8500,,,,,,,,,G
126312-84456,G,Kevin,Kevin Yu,Yu,50.79999923706055,2,8500,,,,O,Undisclosed,,,,G
126312-78355,G,Chris,Chris Kirk,Kirk,46.900001525878906,2,8400,,,,,,,,,G
126312-169771,G,Jacob,Jacob Bridgeman,Bridgeman,115.3499984741211,2,8400,,,,,,,,,G
126312-163239,G,Ryo,Ryo Hisatsune,Hisatsune,81.63333129882812,3,8400,,,,,,,,,G
126312-78268,G,Stephan,Stephan Jaeger,Jaeger,97.5999984741211,2,8400,,,,,,,,,G
126312-189532,G,Daniel,Daniel Brown,Brown,80,3,8300,,,,,,,,,G
126312-77925,G,Bud,Bud Cauley,Cauley,78.75,2,8300,,,,,,,,,G
126312-151397,G,Mac,Mac Meissner,Meissner,79.06666564941406,3,8300,,,,,,,,,G
126312-151428,G,Eric,Eric Cole,Cole,74.93333435058594,3,8300,,,,,,,,,G
126312-211781,G,John,John Keefer,Keefer,79.73333231608073,3,8200,,,,,,,,,G
126312-78187,G,Brian,Brian Harman,Harman,65.69999694824219,2,8200,,,,,,,,,G
126312-77984,G,Joel,Joel Dahmen,Dahmen,100.75,2,8200,,,,,,,,,G
126312-116974,G,Vince,Vince Whaley,Whaley,51.70000203450521,3,8200,,,,,,,,,G
126312-179513,G,Nicolas,Nicolas Echavarria,Echavarria,44,2,8100,,,,,,,,,G
126312-171872,G,John,John Parry,Parry,80.76666768391927,3,8100,,,,,,,,,G
