Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
128272-78450,G,David,David Lipsky,Lipsky,70.76666768391927,6,7700,,,,O,Undisclosed,,,,G
128272-151446,G,Carson,Carson Young,Young,73.60000101725261,3,7700,,,,,,,,,G
128272-117701,G,Dylan,Dylan Wu,Wu,61.74285888671875,7,7700,,,,,,,,,G
128272-78655,G,Matthieu,Matthieu Pavon,Pavon,64.65555826822917,9,7600,,,,,,,,,G
128272-82301,G,Takumi,Takumi Kanaya,Kanaya,51.80000135633681,9,7600,,,,,,,,,G
128272-78225,G,Tom,Tom Hoge,Hoge,56.111111111111114,9,7600,,,,,,,,,G
128272-187343,G,Karl,Karl Vilips,Vilips,54.27142769949777,7,7600,,,,,,,,,G
128272-78872,G,Adam,Adam Svensson,Svensson,47.84285627092634,7,7500,,,,,,,,,G
128272-118061,G,Patrick,Patrick Fishburn,Fishburn,37.63333384195963,6,7500,,,,,,,,,G
128272-77902,G,Bronson,Bronson Burgoon,Burgoon,88.69999694824219,1,7500,,,,,,,,,G
128272-78241,G,Mark,Mark Hubbard,Hubbard,44.30000135633681,9,7500,,,,,,,,,G
128272-202498,G,Luke,Luke Clanton,Clanton,33.9000004359654,7,7400,,,,,,,,,G
128272-79480,G,Lanto,Lanto Griffin,Griffin,40.849998474121094,4,7400,,,,,,,,,G
128272-199049,G,Neal,Neal Shipley,Shipley,32.32500076293945,8,7400,,,,,,,,,G
128272-78821,G,Brandt,Brandt Snedeker,Snedeker,42.86000061035156,5,7400,,,,,,,,,G
128272-85239,G,Zachary,Zachary Bauchou,Bauchou,63.53333197699653,9,7400,,,,,,,,,G
128272-78857,G,Kevin,Kevin Streelman,Streelman,59.679998779296874,5,7300,,,,,,,,,G
128272-79954,G,Hank,Hank Lebioda,Lebioda,46.13750076293945,8,7300,,,,,,,,,G
128272-151383,G,Danny,Danny Walker,Walker,56.73333401150174,9,7300,,,,,,,,,G
128272-85171,G,John,John VanDerLaan,VanDerLaan,50.599998474121094,8,7300,,,,,,,,,G
128272-117171,G,Chandler,Chandler Phillips,Phillips,48.849998474121094,8,7300,,,,,,,,,G
128272-78358,G,Patton,Patton Kizzire,Kizzire,46.899998256138396,7,7200,,,,,,,,,G
128272-78931,G,Erik,Erik Van Rooyen,Van Rooyen,33.06666734483507,9,7200,,,,,,,,,G
128272-78957,G,Paul,Paul Waring,Waring,36.125,4,7200,,,,,,,,,G
128272-166013,G,Alejandro,Alejandro Tosti,Tosti,27.9375,8,7200,,,,,,,,,G
128272-78223,G,Charley,Charley Hoffman,Hoffman,23.114286150251115,7,7200,,,,,,,,,G
128272-188212,G,Kensei,Kensei Hirata,Hirata,44.04999923706055,8,7100,,,,,,,,,G
128272-240749,G,Pontus,Pontus Nyholm,Nyholm,48.125,8,7100,,,,,,,,,G
128272-152961,G,Joe,Joe Highsmith,Highsmith,49.422220865885414,9,7100,,,,,,,,,G
128272-79537,G,Justin,Justin Lower,Lower,39.8999989827474,6,7100,,,,,,,,,G
128272-79798,G,Jimmy,Jimmy Stanger,Stanger,66.3,5,7100,,,,,,,,,G
128272-78118,G,Brice,Brice Garnett,Garnett,40.337501525878906,8,7000,,,,,,,,,G
128272-78636,G,Ryan,Ryan Palmer,Palmer,15.600000381469727,1,7000,,,,,,,,,G
128272-78904,G,Brendon,Brendon Todd,Todd,9.600000381469727,1,7000,,,,,,,,,G
128272-78419,G,Kyoung-Hoon,Kyoung-Hoon Lee,Lee,16.100000381469727,2,7000,,,,,,,,,G
128272-77914,G,Rafael,Rafael Campos,Campos,39.337501525878906,8,7000,,,,,,,,,G
128272-78942,G,Camilo,Camilo Villegas,Villegas,40.375,4,7000,,,,,,,,,G
128272-231523,G,Davis,Davis Chatfield,Chatfield,40.8125,8,7000,,,,,,,,,G
128272-78948,G,Jimmy,Jimmy Walker,Walker,20.5,4,7000,,,,,,,,,G
128272-78185,G,Nick,Nick Hardy,Hardy,22.899999618530273,1,7000,,,,,,,,,G
128272-199033,G,Austin,Austin Wylie,Wylie,,0,7000,,,,,,,,,G
128272-241534,G,Charlie,Charlie Crockett,Crockett,,0,7000,,,,,,,,,G
128272-189312,G,Christo,Christo Lamprecht,Lamprecht,36.899998256138396,7,7000,,,,,,,,,G
128272-183182,G,Gordon,Gordon Sargent,Sargent,37.214285714285715,7,7000,,,,,,,,,G
128272-78491,G,Peter,Peter Malnati,Malnati,40.412498474121094,8,7000,,,,,,,,,G
128272-78769,G,Adam,Adam Schenk,Schenk,36.05555555555556,9,7000,,,,,,,,,G
128272-170680,G,Nick,Nick Dunlap,Dunlap,29.333333333333332,6,7000,,,,,,,,,G
128272-165827,G,Jeffrey,Jeffrey Kang,Kang,30.862499237060547,8,7000,,,,,,,,,G
128272-187338,G,Frankie,Frankie Capan,Capan,38.75,4,7000,,,,,,,,,G
128272-79602,G,Marcelo,Marcelo Rozo,Rozo,35.34285627092634,7,7000,,,,,,,,,G
