Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
126051-78766,G,Xander,Xander Schauffele,Schauffele,75.3187484741211,16,12000,,,,,,,,,G
126051-163390,G,Ludvig,Ludvig Aberg,Aberg,59.70000076293945,1,11900,,,,,,,,,G
126051-107336,G,Cameron,Cameron Young,Young,71.26154033954327,26,11800,,,,,,,,,G
126051-79435,G,Patrick,Patrick Cantlay,Cantlay,120.9000015258789,1,11600,,,,,,,,,G
126051-77997,G,Jason,Jason Day,Day,149.39999389648438,1,11400,,,,,,,,,G
126051-78346,G,Si Woo,Si Woo Kim,Kim,114.94999694824219,2,11100,,,,,,,,,G
126051-78831,G,J.J.,J.J. Spaun,Spaun,78.30000305175781,1,10900,,,,,,,,,G
126051-77881,G,Keegan,Keegan Bradley,Bradley,26.600000381469727,1,10800,,,,,,,,,G
126051-78508,G,Hideki,Hideki Matsuyama,Matsuyama,86.5,1,10700,,,,,,,,,G
126051-78050,G,Harris,Harris English,English,109.30000305175781,1,10600,,,,,,,,,G
126051-165988,G,Chris,Chris Gotterup,Gotterup,125.19999694824219,1,10500,,,,,,,,,G
126051-78538,G,Maverick,Maverick McNealy,McNealy,82.9000015258789,1,10400,,,,,,,,,G
126051-170740,G,Ryan,Ryan Gerard,Gerard,129.35000610351562,2,10300,,,,,,,,,G
126051-78599,G,Alex,Alex Noren,Noren,55.599998474121094,1,10200,,,,,,,,,G
126051-80788,G,Wyndham,Wyndham Clark,Clark,121,1,10100,,,,,,,,,G
126051-79018,G,Will,Will Zalatoris,Zalatoris,115.4000015258789,1,10000,,,,,,,,,G
126051-151427,G,Rasmus,Rasmus Hojgaard,Hojgaard,98.80000305175781,1,9900,,,,,,,,,G
126051-79518,G,Jake,Jake Knapp,Knapp,79.69999694824219,1,9900,,,,,,,,,G
126051-78660,G,Taylor,Taylor Pendrith,Pendrith,85.9000015258789,2,9800,,,,,,,,,G
126051-78780,G,Adam,Adam Scott,Scott,86.94999694824219,2,9800,,,,,,,,,G
126051-165953,G,Sam,Sam Stevens,Stevens,104.8499984741211,2,9700,,,,,,,,,G
126051-107238,G,Michael,Michael Thorbjornsen,Thorbjornsen,70.80000305175781,1,9700,,,,,,,,,G
126051-171875,G,Marco,Marco Penge,Penge,63.666666666666664,3,9600,,,,,,,,,G
126051-78709,G,Aaron,Aaron Rai,Rai,57.5,1,9600,,,,,,,,,G
126051-78228,G,Max,Max Homa,Homa,109,1,9500,,,,,,,,,G
126051-78744,G,Justin,Justin Rose,Rose,66.80000305175781,1,9500,,,,,,,,,G
126051-78367,G,Brooks,Brooks Koepka,Koepka,25.024999618530273,4,9400,,,,,,,,,G
126051-103030,G,Akshay,Akshay Bhatia,Bhatia,62.5,1,9400,,,,,,,,,G
126051-78520,G,Denny,Denny McCarthy,McCarthy,85.5,2,9300,,,,,,,,,G
126051-170736,G,Matthew,Matthew McCarty,McCarty,105.8499984741211,2,9300,,,,,,,,,G
126051-84820,G,Nicolai,Nicolai Hojgaard,Hojgaard,64.4937515258789,16,9200,,,,,,,,,G
126051-80556,G,Max,Max Greyserman,Greyserman,93.5,1,9200,,,,,,,,,G
126051-201276,G,Rasmus,Rasmus Neergaard-Petersen,Neergaard-Petersen,65.5,5,9100,,,,,,,,,G
126051-151390,G,Garrick,Garrick Higgo,Higgo,79.38461538461539,13,9100,,,,,,,,,G
126051-151425,G,Pierceson,Pierceson Coody,Coody,106.25,2,9000,,,,,,,,,G
126051-78739,G,Patrick,Patrick Rodgers,Rodgers,107.5999984741211,2,9000,,,,,,,,,G
126051-118173,G,Davis,Davis Thompson,Thompson,71.80000305175781,1,9000,,,,,,,,,G
126051-78617,G,Thorbjorn,Thorbjorn Olesen,Olesen,66.34347932235055,23,8900,,,,,,,,,G
126051-110898,G,Christiaan,Christiaan Bezuidenhout,Bezuidenhout,105.30000305175781,1,8900,,,,,,,,,G
126051-84456,G,Kevin,Kevin Yu,Yu,58.900001525878906,1,8900,,,,,,,,,G
126051-82217,G,Rico,Rico Hoey,Hoey,36.29999923706055,2,8800,,,,,,,,,G
126051-78439,G,Hao-Tong,Hao-Tong Li,Li,95.80000305175781,2,8800,,,,,,,,,G
126051-78552,G,Keith,Keith Mitchell,Mitchell,78.69999694824219,2,8800,,,,,,,,,G
126051-78951,G,Matt,Matt Wallace,Wallace,65.80000305175781,1,8700,,,,,,,,,G
126051-79759,G,Sahith,Sahith Theegala,Theegala,106.80000305175781,2,8700,,,,,,,,,G
126051-82360,G,Andrew,Andrew Novak,Novak,76.0999984741211,1,8700,,,,,,,,,G
126051-82444,G,Doug,Doug Ghim,Ghim,72.55000305175781,2,8600,,,,,,,,,G
126051-101765,G,Lee,Lee Hodges,Hodges,79.30000305175781,2,8600,,,,,,,,,G
126051-84467,G,Kristoffer,Kristoffer Reitan,Reitan,1.100000023841858,1,8600,,,,,,,,,G
126051-78078,G,Tony,Tony Finau,Finau,43.04999923706055,2,8600,,,,,,,,,G
126051-78692,G,Seamus,Seamus Power,Power,84.3499984741211,2,8500,,,,,,,,,G
126051-151448,G,Sami,Sami Valimaki,Valimaki,57.70000076293945,1,8500,,,,,,,,,G
126051-170735,G,Adrien,Adrien Dumont De Chassart,Dumont De Chassart,94.44999694824219,2,8500,,,,,,,,,G
126051-116974,G,Vince,Vince Whaley,Whaley,65.30000305175781,2,8500,,,,,,,,,G
126051-165892,G,Michael,Michael Brennan,Brennan,64.3499984741211,2,8400,,,,,,,,,G
126051-110906,G,Matti,Matti Schmid,Schmid,43.04999923706055,2,8400,,,,,,,,,G
126051-78938,G,Jhonattan,Jhonattan Vegas,Vegas,54.5,1,8400,,,,,,,,,G
126051-151428,G,Eric,Eric Cole,Cole,71.80000305175781,2,8400,,,,,,,,,G
126051-78154,G,Emiliano,Emiliano Grillo,Grillo,43.25,2,8300,,,,,,,,,G
126051-189532,G,Daniel,Daniel Brown,Brown,73.3499984741211,2,8300,,,,,,,,,G
126051-80560,G,Alex,Alex Smalley,Smalley,90.5999984741211,2,8300,,,,,,,,,G
126051-78817,G,Jordan L.,Jordan L. Smith,Smith,82.6500015258789,2,8300,,,,,,,,,G
126051-161547,G,Max,Max McGreevy,McGreevy,70.5,2,8200,,,,,,,,,G
126051-78382,G,Matt,Matt Kuchar,Kuchar,103.30000305175781,1,8200,,,,,,,,,G
126051-211781,G,John,John Keefer,Keefer,81.5,2,8200,,,,,,,,,G
126051-199057,G,Jesper,Jesper Svensson,Svensson,68.5,1,8200,,,,,,,,,G
126051-171872,G,John,John Parry,Parry,88.44999694824219,2,8100,,,,,,,,,G
126051-151397,G,Mac,Mac Meissner,Meissner,85.75,2,8100,,,,,,,,,G
126051-151445,G,Seonghyeon,Seonghyeon Kim,Kim,103.94999694824219,2,8100,,,,,,,,,G
126051-78232,G,Billy,Billy Horschel,Horschel,71.75,2,8100,,,,,,,,,G
