Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
125510-211781,G,John,John Keefer,Keefer,42.220001220703125,5,9600,,,,,,,,,G
125510-79518,G,Jake,Jake Knapp,Knapp,70.64090798117898,22,9600,,,,,,,,,G
125510-179513,G,Nicolas,Nicolas Echavarria,Echavarria,64.87307504507211,26,9500,,,,,,,,,G
125510-151428,G,Eric,Eric Cole,Cole,61.193548387096776,31,9500,,,,,,,,,G
125510-78660,G,Taylor,Taylor Pendrith,Pendrith,61.41304347826087,23,9400,,,,,,,,,G
125510-170736,G,Matthew,Matthew McCarty,McCarty,62.7039990234375,25,9400,,,,,,,,,G
125510-151397,G,Mac,Mac Meissner,Meissner,57.792001953125,25,9300,,,,,,,,,G
125510-84467,G,Kristoffer,Kristoffer Reitan,Reitan,74.9000015258789,2,9300,,,,,,,,,G
125510-78344,G,Michael,Michael Kim,Kim,58.12592683015046,27,9200,,,,,,,,,G
125510-77848,G,Daniel,Daniel Berger,Berger,60.74091131036932,22,9200,,,,,,,,,G
125510-165892,G,Michael,Michael Brennan,Brennan,90.8499984741211,4,9100,,,,,,,,,G
125510-78998,G,Gary,Gary Woodland,Woodland,58.05454323508523,22,9100,,,,,,,,,G
125510-165953,G,Sam,Sam Stevens,Stevens,61.13333333333333,30,9000,,,,,,,,,G
125510-151425,G,Pierceson,Pierceson Coody,Coody,72.46000162760417,15,9000,,,,,,,,,G
125510-80560,G,Alex,Alex Smalley,Smalley,60.27692119891827,26,9000,,,,,,,,,G
125510-78154,G,Emiliano,Emiliano Grillo,Grillo,59.7962962962963,27,8900,,,,,,,,,G
125510-78232,G,Billy,Billy Horschel,Horschel,62.34666748046875,15,8900,,,,,,,,,G
125510-170740,G,Ryan,Ryan Gerard,Gerard,63.503570556640625,28,8900,,,,,,,,,G
125510-101765,G,Lee,Lee Hodges,Hodges,63.67083231608073,24,8800,,,,,,,,,G
125510-78804,G,Webb,Webb Simpson,Simpson,56.2090897993608,11,8800,,,,,,,,,G
125510-78817,G,Jordan L.,Jordan L. Smith,Smith,46.03333536783854,3,8800,,,,,,,,,G
125510-199049,G,Neal,Neal Shipley,Shipley,40.099998474121094,2,8700,,,,,,,,,G
125510-79759,G,Sahith,Sahith Theegala,Theegala,55.90000221946023,22,8700,,,,,,,,,G
125510-116974,G,Vince,Vince Whaley,Whaley,67.84642682756696,28,8700,,,,,,,,,G
125510-169771,G,Jacob,Jacob Bridgeman,Bridgeman,56.251725821659484,29,8600,,,,,,,,,G
125510-78692,G,Seamus,Seamus Power,Power,54.51923076923077,26,8600,,,,,,,,,G
125510-78439,G,Hao-Tong,Hao-Tong Li,Li,50.26666768391927,3,8600,,,,,,,,,G
125510-137069,G,Tom,Tom Kim,Kim,53.25,26,8600,,,,,,,,,G
125510-161547,G,Max,Max McGreevy,McGreevy,59.324138772898706,29,8500,,,,,,,,,G
125510-110906,G,Matti,Matti Schmid,Schmid,59.43076735276442,26,8500,,,,,,,,,G
125510-107345,G,Austin,Austin Eckroat,Eckroat,56.7037037037037,27,8500,,,,,,,,,G
125510-78739,G,Patrick,Patrick Rodgers,Rodgers,58.44193390877016,31,8500,,,,,,,,,G
125510-202498,G,Luke,Luke Clanton,Clanton,58.572224934895836,18,8400,,,,,,,,,G
125510-77925,G,Bud,Bud Cauley,Cauley,58.81904529389881,21,8400,,,,,,,,,G
125510-78241,G,Mark,Mark Hubbard,Hubbard,58.686207738415945,29,8400,,,,,,,,,G
125510-78078,G,Tony,Tony Finau,Finau,56.15,20,8400,,,,,,,,,G
125510-171872,G,John,John Parry,Parry,51.03333536783854,3,8300,,,,,,,,,G
125510-172208,G,Adrien,Adrien Saddier,Saddier,35.650001525878906,2,8300,,,,,,,,,G
125510-170735,G,Adrien,Adrien Dumont De Chassart,Dumont De Chassart,42.20000076293945,4,8300,,,,,,,,,G
125510-170739,G,William,William Mouw,Mouw,60.59999778053977,22,8300,,,,,,,,,G
125510-82444,G,Doug,Doug Ghim,Ghim,63.0076904296875,26,8200,,,,,,,,,G
125510-151379,G,Ricky,Ricky Castillo,Castillo,57.22307880108173,26,8200,,,,,,,,,G
125510-189532,G,Daniel,Daniel Brown,Brown,38.900001525878906,2,8200,,,,,,,,,G
125510-180875,G,Chandler,Chandler Blanchet,Blanchet,0.699999988079071,1,8200,,,,,,,,,G
125510-77862,G,Zac,Zac Blair,Blair,57.773681640625,19,8100,,,,,,,,,G
125510-82301,G,Takumi,Takumi Kanaya,Kanaya,53.44074164496528,27,8100,,,,,,,,,G
125510-189312,G,Christo,Christo Lamprecht,Lamprecht,22.799999237060547,1,8100,,,,,,,,,G
125510-163239,G,Ryo,Ryo Hisatsune,Hisatsune,56.472412109375,29,8100,,,,,,,,,G
125510-78931,G,Erik,Erik Van Rooyen,Van Rooyen,54.78260869565217,23,8000,,,,,,,,,G
125510-151445,G,Seonghyeon,Seonghyeon Kim,Kim,46.75,2,8000,,,,,,,,,G
125510-163243,G,Keita,Keita Nakajima,Nakajima,47.46666463216146,3,8000,,,,,,,,,G
125510-200938,G,Steven,Steven Fisk,Fisk,58.8,25,8000,,,,,,,,,G
125510-117269,G,Isaiah,Isaiah Salinda,Salinda,56.332001953125,25,7900,,,,,,,,,G
125510-179537,G,Kevin,Kevin Roy,Roy,62.1629638671875,27,7900,,,,,,,,,G
125510-170680,G,Nick,Nick Dunlap,Dunlap,46.3160009765625,25,7900,,,,,,,,,G
125510-117701,G,Dylan,Dylan Wu,Wu,44.25714111328125,14,7900,,,,,,,,,G
125510-79365,G,Beau,Beau Hossler,Hossler,62.417855398995535,28,7800,,,,,,,,,G
125510-189542,G,David,David Ford,Ford,46.92307692307692,13,7800,,,,,,,,,G
125510-77994,G,Cameron,Cameron Davis,Davis,47.35909201882102,22,7800,,,,,,,,,G
125510-79597,G,Chad,Chad Ramey,Ramey,53.733335141782405,27,7800,,,,,,,,,G
125510-78872,G,Adam,Adam Svensson,Svensson,46.27037217881944,27,7700,,,,,,,,,G
125510-166013,G,Alejandro,Alejandro Tosti,Tosti,47.861111111111114,18,7700,,,,,,,,,G
125510-117171,G,Chandler,Chandler Phillips,Phillips,51.53461632361779,26,7700,,,,,,,,,G
125510-78291,G,Zach,Zach Johnson,Johnson,53.650001525878906,16,7700,,,,,,,,,G
125510-78358,G,Patton,Patton Kizzire,Kizzire,46.107998046875,25,7600,,,,,,,,,G
125510-78655,G,Matthieu,Matthieu Pavon,Pavon,46.64,25,7600,,,,,,,,,G
125510-77911,G,Brian,Brian Campbell,Campbell,42.59583282470703,24,7600,,,,,,,,,G
125510-78769,G,Adam,Adam Schenk,Schenk,47.792855398995535,28,7600,,,,,,,,,G
125510-82762,G,Zecheng,Zecheng Dou,Dou,,0,7500,,,,,,,,,G
125510-199518,G,Emilio,Emilio Gonzalez,Gonzalez,42,2,7500,,,,,,,,,G
125510-80362,G,Austin,Austin Smotherman,Smotherman,,0,7500,,,,,,,,,G
125510-79599,G,Davis,Davis Riley,Riley,50.903573172433035,28,7500,,,,,,,,,G
125510-188212,G,Kensei,Kensei Hirata,Hirata,90.5,1,7400,,,,,,,,,G
125510-79954,G,Hank,Hank Lebioda,Lebioda,,0,7400,,,,,,,,,G
125510-78225,G,Tom,Tom Hoge,Hoge,53.746429443359375,28,7400,,,,,,,,,G
125510-165827,G,Jeffrey,Jeffrey Kang,Kang,,0,7400,,,,,,,,,G
125510-213590,G,Ren,Ren Yonezawa,Yonezawa,70.5,1,7300,,,,,,,,,G
125510-240747,G,Seung-taek,Seung-taek Lee,Lee,,0,7300,,,,,,,,,G
125510-152961,G,Joe,Joe Highsmith,Highsmith,42,30,7300,,,,,,,,,G
125510-183182,G,Gordon,Gordon Sargent,Sargent,49.09090909090909,11,7300,,,,,,,,,G
125510-118505,G,Kazuki,Kazuki Higa,Higa,85.5999984741211,1,7300,,,,,,,,,G
125510-78118,G,Brice,Brice Garnett,Garnett,53.74091131036932,22,7200,,,,,,,,,G
125510-231523,G,Davis,Davis Chatfield,Chatfield,,0,7200,,,,,,,,,G
125510-240749,G,Pontus,Pontus Nyholm,Nyholm,,0,7200,,,,,,,,,G
125510-226937,G,Sudarshan,Sudarshan Yellamaraju,Yellamaraju,23.799999237060547,1,7200,,,,,,,,,G
125510-233115,G,Kota,Kota Kaneko,Kaneko,67.80000305175781,1,7200,,,,,,,,,G
125510-151383,G,Danny,Danny Walker,Walker,51.083333333333336,24,7100,,,,,,,,,G
125510-240748,G,Taisei,Taisei Nagasaki,Nagasaki,,0,7100,,,,,,,,,G
125510-85171,G,John,John VanDerLaan,VanDerLaan,,0,7100,,,,,,,,,G
125510-205030,G,Yuta,Yuta Sugiura,Sugiura,4.349999904632568,2,7100,,,,O,Illness,,,,G
125510-85239,G,Zachary,Zachary Bauchou,Bauchou,-3.4000000953674316,1,7100,,,,,,,,,G
125510-77914,G,Rafael,Rafael Campos,Campos,37.3933349609375,30,7000,,,,,,,,,G
125510-240746,G,Corey,Corey Kozuma,Kozuma,,0,7000,,,,,,,,,G
125510-240745,G,Anson,Anson Cabello,Cabello,,0,7000,,,,,,,,,G
125510-78491,G,Peter,Peter Malnati,Malnati,45.00909146395597,22,7000,,,,,,,,,G
125510-170675,G,A.J.,A.J. Ewart,Ewart,25.100000381469727,1,7000,,,,,,,,,G
125510-78806,G,Vijay,Vijay Singh,Singh,,0,7000,,,,,,,,,G
125510-79602,G,Marcelo,Marcelo Rozo,Rozo,,0,7000,,,,,,,,,G
