Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
126825-78467,G,Shane,Shane Lowry,Lowry,99.4000015258789,2,12000,,,,,,,,,G
126825-170740,G,Ryan,Ryan Gerard,Gerard,101.97999877929688,5,11800,,,,,,,,,G
126825-84820,G,Nicolai,Nicolai Hojgaard,Hojgaard,107.8499984741211,2,11600,,,,,,,,,G
126825-151427,G,Rasmus,Rasmus Hojgaard,Hojgaard,88.13333129882812,3,11400,,,,,,,,,G
126825-107238,G,Michael,Michael Thorbjornsen,Thorbjornsen,78.82499694824219,4,11100,,,,,,,,,G
126825-78552,G,Keith,Keith Mitchell,Mitchell,79.67999877929688,5,11000,,,,,,,,,G
126825-78367,G,Brooks,Brooks Koepka,Koepka,45.349998474121094,2,10900,,,,,,,,,G
126825-77848,G,Daniel,Daniel Berger,Berger,72.67999877929688,5,10700,,,,,,,,,G
126825-78709,G,Aaron,Aaron Rai,Rai,64.66666666666667,3,10600,,,,,,,,,G
126825-110898,G,Christiaan,Christiaan Bezuidenhout,Bezuidenhout,69.86666870117188,3,10500,,,,,,,,,G
126825-201276,G,Rasmus,Rasmus Neergaard-Petersen,Neergaard-Petersen,76.25,2,10400,,,,,,,,,G
126825-78617,G,Thorbjorn,Thorbjorn Olesen,Olesen,28.549999237060547,2,10300,,,,,,,,,G
126825-118173,G,Davis,Davis Thompson,Thompson,63.76666768391927,3,10200,,,,,,,,,G
126825-79018,G,Will,Will Zalatoris,Zalatoris,72.5,2,10100,,,,,,,,,G
126825-161547,G,Max,Max McGreevy,McGreevy,68.5499979654948,6,10000,,,,,,,,,G
126825-78228,G,Max,Max Homa,Homa,63,4,9900,,,,,,,,,G
126825-84467,G,Kristoffer,Kristoffer Reitan,Reitan,52.46666463216146,3,9900,,,,,,,,,G
126825-78355,G,Chris,Chris Kirk,Kirk,48.25,4,9800,,,,,,,,,G
126825-80560,G,Alex,Alex Smalley,Smalley,77.94000244140625,5,9800,,,,,,,,,G
